timestamp,spot_sek_kwh
2026-01-01T12:15:00+00:00,0.0907
2026-01-01T12:30:00+00:00,0.0907
2026-01-01T12:45:00+00:00,0.0907
2026-01-01T13:00:00+00:00,0.1385
2026-01-01T13:15:00+00:00,0.1385
2026-01-01T13:30:00+00:00,0.1385
2026-01-01T13:45:00+00:00,0.1385
2026-01-01T14:00:00+00:00,0.1973
2026-01-01T14:15:00+00:00,0.1973
2026-01-01T14:30:00+00:00,0.1973
2026-01-01T14:45:00+00:00,0.1973
2026-01-01T15:00:00+00:00,0.3079
2026-01-01T15:15:00+00:00,0.3079
2026-01-01T15:30:00+00:00,0.3079
2026-01-01T15:45:00+00:00,0.3079
2026-01-01T16:00:00+00:00,0.3231
2026-01-01T16:15:00+00:00,0.3231
2026-01-01T16:30:00+00:00,0.3231
2026-01-01T16:45:00+00:00,0.3231
2026-01-01T17:00:00+00:00,0.202
2026-01-01T17:15:00+00:00,0.202
2026-01-01T17:30:00+00:00,0.202
2026-01-01T17:45:00+00:00,0.202
2026-01-01T18:00:00+00:00,0.2205
2026-01-01T18:15:00+00:00,0.2205
2026-01-01T18:30:00+00:00,0.2205
2026-01-01T18:45:00+00:00,0.2205
2026-01-01T19:00:00+00:00,0.2023
2026-01-01T19:15:00+00:00,0.2023
2026-01-01T19:30:00+00:00,0.2023
2026-01-01T19:45:00+00:00,0.2023
2026-01-01T20:00:00+00:00,0.1626
2026-01-01T20:15:00+00:00,0.1626
2026-01-01T20:30:00+00:00,0.1626
2026-01-01T20:45:00+00:00,0.1626
2026-01-01T21:00:00+00:00,0.0781
2026-01-01T21:15:00+00:00,0.0781
2026-01-01T21:30:00+00:00,0.0781
2026-01-01T21:45:00+00:00,0.0781
2026-01-01T22:00:00+00:00,0.0911
2026-01-01T22:15:00+00:00,0.0911
2026-01-01T22:30:00+00:00,0.0911
2026-01-01T22:45:00+00:00,0.0911
2026-01-01T23:00:00+00:00,0.1318
2026-01-01T23:15:00+00:00,0.1318
2026-01-01T23:30:00+00:00,0.1318
2026-01-01T23:45:00+00:00,0.1318
2026-01-02T00:00:00+00:00,0.1052
2026-01-02T00:15:00+00:00,0.1052
2026-01-02T00:30:00+00:00,0.1052
2026-01-02T00:45:00+00:00,0.1052
2026-01-02T01:00:00+00:00,0.0954
2026-01-02T01:15:00+00:00,0.0954
2026-01-02T01:30:00+00:00,0.0954
2026-01-02T01:45:00+00:00,0.0954
2026-01-02T02:00:00+00:00,0.0823
2026-01-02T02:15:00+00:00,0.0823
2026-01-02T02:30:00+00:00,0.0823
2026-01-02T02:45:00+00:00,0.0823
2026-01-02T03:00:00+00:00,0.107
2026-01-02T03:15:00+00:00,0.107
2026-01-02T03:30:00+00:00,0.107
2026-01-02T03:45:00+00:00,0.107
2026-01-02T04:00:00+00:00,0.2272
2026-01-02T04:15:00+00:00,0.2272
2026-01-02T04:30:00+00:00,0.2272
2026-01-02T04:45:00+00:00,0.2272
2026-01-02T05:00:00+00:00,0.3407
2026-01-02T05:15:00+00:00,0.3407
2026-01-02T05:30:00+00:00,0.3407
2026-01-02T05:45:00+00:00,0.3407
2026-01-02T06:00:00+00:00,0.5654
2026-01-02T06:15:00+00:00,0.5654
2026-01-02T06:30:00+00:00,0.5654
2026-01-02T06:45:00+00:00,0.5654
2026-01-02T07:00:00+00:00,0.697
2026-01-02T07:15:00+00:00,0.697
2026-01-02T07:30:00+00:00,0.697
2026-01-02T07:45:00+00:00,0.697
2026-01-02T08:00:00+00:00,0.7288
2026-01-02T08:15:00+00:00,0.7288
2026-01-02T08:30:00+00:00,0.7288
2026-01-02T08:45:00+00:00,0.7288
2026-01-02T09:00:00+00:00,0.5946
2026-01-02T09:15:00+00:00,0.5946
2026-01-02T09:30:00+00:00,0.5946
2026-01-02T09:45:00+00:00,0.5946
2026-01-02T10:00:00+00:00,0.587
2026-01-02T10:15:00+00:00,0.587
2026-01-02T10:30:00+00:00,0.587
2026-01-02T10:45:00+00:00,0.587
2026-01-02T11:00:00+00:00,0.613
2026-01-02T11:15:00+00:00,0.613
2026-01-02T11:30:00+00:00,0.613
2026-01-02T11:45:00+00:00,0.613
2026-01-02T12:00:00+00:00,0.7088
2026-01-02T12:15:00+00:00,0.7088
2026-01-02T12:30:00+00:00,0.7088
2026-01-02T12:45:00+00:00,0.7088
2026-01-02T13:00:00+00:00,0.7326
2026-01-02T13:15:00+00:00,0.7326
2026-01-02T13:30:00+00:00,0.7326
2026-01-02T13:45:00+00:00,0.7326
2026-01-02T14:00:00+00:00,0.8052
2026-01-02T14:15:00+00:00,0.8052
2026-01-02T14:30:00+00:00,0.8052
2026-01-02T14:45:00+00:00,0.8052
2026-01-02T15:00:00+00:00,0.8025
2026-01-02T15:15:00+00:00,0.8025
2026-01-02T15:30:00+00:00,0.8025
2026-01-02T15:45:00+00:00,0.8025
2026-01-02T16:00:00+00:00,0.7463
2026-01-02T16:15:00+00:00,0.7463
2026-01-02T16:30:00+00:00,0.7463
2026-01-02T16:45:00+00:00,0.7463
2026-01-02T17:00:00+00:00,0.6918
2026-01-02T17:15:00+00:00,0.6918
2026-01-02T17:30:00+00:00,0.6918
2026-01-02T17:45:00+00:00,0.6918
2026-01-02T18:00:00+00:00,0.6623
2026-01-02T18:15:00+00:00,0.6623
2026-01-02T18:30:00+00:00,0.6623
2026-01-02T18:45:00+00:00,0.6623
2026-01-02T19:00:00+00:00,0.6269
2026-01-02T19:15:00+00:00,0.6269
2026-01-02T19:30:00+00:00,0.6269
2026-01-02T19:45:00+00:00,0.6269
2026-01-02T20:00:00+00:00,0.652
2026-01-02T20:15:00+00:00,0.652
2026-01-02T20:30:00+00:00,0.652
2026-01-02T20:45:00+00:00,0.652
2026-01-02T21:00:00+00:00,0.5082
2026-01-02T21:15:00+00:00,0.5082
2026-01-02T21:30:00+00:00,0.5082
2026-01-02T21:45:00+00:00,0.5082
2026-01-02T22:00:00+00:00,0.3459
2026-01-02T22:15:00+00:00,0.3459
2026-01-02T22:30:00+00:00,0.3459
2026-01-02T22:45:00+00:00,0.3459
2026-01-02T23:00:00+00:00,0.5011
2026-01-02T23:15:00+00:00,0.5011
2026-01-02T23:30:00+00:00,0.5011
2026-01-02T23:45:00+00:00,0.5011
2026-01-03T00:00:00+00:00,0.509
2026-01-03T00:15:00+00:00,0.509
2026-01-03T00:30:00+00:00,0.509
2026-01-03T00:45:00+00:00,0.509
2026-01-03T01:00:00+00:00,0.4778
2026-01-03T01:15:00+00:00,0.4778
2026-01-03T01:30:00+00:00,0.4778
2026-01-03T01:45:00+00:00,0.4778
2026-01-03T02:00:00+00:00,0.4767
2026-01-03T02:15:00+00:00,0.4767
2026-01-03T02:30:00+00:00,0.4767
2026-01-03T02:45:00+00:00,0.4767
2026-01-03T03:00:00+00:00,0.4751
2026-01-03T03:15:00+00:00,0.4751
2026-01-03T03:30:00+00:00,0.4751
2026-01-03T03:45:00+00:00,0.4751
2026-01-03T04:00:00+00:00,0.5216
2026-01-03T04:15:00+00:00,0.5216
2026-01-03T04:30:00+00:00,0.5216
2026-01-03T04:45:00+00:00,0.5216
2026-01-03T05:00:00+00:00,0.6148
2026-01-03T05:15:00+00:00,0.6148
2026-01-03T05:30:00+00:00,0.6148
2026-01-03T05:45:00+00:00,0.6148
2026-01-03T06:00:00+00:00,0.698
2026-01-03T06:15:00+00:00,0.698
2026-01-03T06:30:00+00:00,0.698
2026-01-03T06:45:00+00:00,0.698
2026-01-03T07:00:00+00:00,0.8115
2026-01-03T07:15:00+00:00,0.8115
2026-01-03T07:30:00+00:00,0.8115
2026-01-03T07:45:00+00:00,0.8115
2026-01-03T08:00:00+00:00,0.9621
2026-01-03T08:15:00+00:00,0.9621
2026-01-03T08:30:00+00:00,0.9621
2026-01-03T08:45:00+00:00,0.9621
2026-01-03T09:00:00+00:00,0.9286
2026-01-03T09:15:00+00:00,0.9286
2026-01-03T09:30:00+00:00,0.9286
2026-01-03T09:45:00+00:00,0.9286
2026-01-03T10:00:00+00:00,0.9019
2026-01-03T10:15:00+00:00,0.9019
2026-01-03T10:30:00+00:00,0.9019
2026-01-03T10:45:00+00:00,0.9019
2026-01-03T11:00:00+00:00,0.9182
2026-01-03T11:15:00+00:00,0.9182
2026-01-03T11:30:00+00:00,0.9182
2026-01-03T11:45:00+00:00,0.9182
2026-01-03T12:00:00+00:00,0.933
2026-01-03T12:15:00+00:00,0.933
2026-01-03T12:30:00+00:00,0.933
2026-01-03T12:45:00+00:00,0.933
2026-01-03T13:00:00+00:00,0.9936
2026-01-03T13:15:00+00:00,0.9936
2026-01-03T13:30:00+00:00,0.9936
2026-01-03T13:45:00+00:00,0.9936
2026-01-03T14:00:00+00:00,1.0327
2026-01-03T14:15:00+00:00,1.0327
2026-01-03T14:30:00+00:00,1.0327
2026-01-03T14:45:00+00:00,1.0327
2026-01-03T15:00:00+00:00,1.1036
2026-01-03T15:15:00+00:00,1.1036
2026-01-03T15:30:00+00:00,1.1036
2026-01-03T15:45:00+00:00,1.1036
2026-01-03T16:00:00+00:00,1.1828
2026-01-03T16:15:00+00:00,1.1828
2026-01-03T16:30:00+00:00,1.1828
2026-01-03T16:45:00+00:00,1.1828
2026-01-03T17:00:00+00:00,1.1571
2026-01-03T17:15:00+00:00,1.1571
2026-01-03T17:30:00+00:00,1.1571
2026-01-03T17:45:00+00:00,1.1571
2026-01-03T18:00:00+00:00,0.926
2026-01-03T18:15:00+00:00,0.926
2026-01-03T18:30:00+00:00,0.926
2026-01-03T18:45:00+00:00,0.926
2026-01-03T19:00:00+00:00,0.8855
2026-01-03T19:15:00+00:00,0.8855
2026-01-03T19:30:00+00:00,0.8855
2026-01-03T19:45:00+00:00,0.8855
2026-01-03T20:00:00+00:00,0.8956
2026-01-03T20:15:00+00:00,0.8956
2026-01-03T20:30:00+00:00,0.8956
2026-01-03T20:45:00+00:00,0.8956
2026-01-03T21:00:00+00:00,0.8121
2026-01-03T21:15:00+00:00,0.8121
2026-01-03T21:30:00+00:00,0.8121
2026-01-03T21:45:00+00:00,0.8121
2026-01-03T22:00:00+00:00,0.818
2026-01-03T22:15:00+00:00,0.818
2026-01-03T22:30:00+00:00,0.818
2026-01-03T22:45:00+00:00,0.818
2026-01-03T23:00:00+00:00,0.8828
2026-01-03T23:15:00+00:00,0.8828
2026-01-03T23:30:00+00:00,0.8828
2026-01-03T23:45:00+00:00,0.8828
2026-01-04T00:00:00+00:00,0.8801
2026-01-04T00:15:00+00:00,0.8801
2026-01-04T00:30:00+00:00,0.8801
2026-01-04T00:45:00+00:00,0.8801
2026-01-04T01:00:00+00:00,0.8791
2026-01-04T01:15:00+00:00,0.8791
2026-01-04T01:30:00+00:00,0.8791
2026-01-04T01:45:00+00:00,0.8791
2026-01-04T02:00:00+00:00,0.8692
2026-01-04T02:15:00+00:00,0.8692
2026-01-04T02:30:00+00:00,0.8692
2026-01-04T02:45:00+00:00,0.8692
2026-01-04T03:00:00+00:00,0.8689
2026-01-04T03:15:00+00:00,0.8689
2026-01-04T03:30:00+00:00,0.8689
2026-01-04T03:45:00+00:00,0.8689
2026-01-04T04:00:00+00:00,0.8783
2026-01-04T04:15:00+00:00,0.8783
2026-01-04T04:30:00+00:00,0.8783
2026-01-04T04:45:00+00:00,0.8783
2026-01-04T05:00:00+00:00,0.8873
2026-01-04T05:15:00+00:00,0.8873
2026-01-04T05:30:00+00:00,0.8873
2026-01-04T05:45:00+00:00,0.8873
2026-01-04T06:00:00+00:00,0.9429
2026-01-04T06:15:00+00:00,0.9429
2026-01-04T06:30:00+00:00,0.9429
2026-01-04T06:45:00+00:00,0.9429
2026-01-04T07:00:00+00:00,0.9395
2026-01-04T07:15:00+00:00,0.9395
2026-01-04T07:30:00+00:00,0.9395
2026-01-04T07:45:00+00:00,0.9395
2026-01-04T08:00:00+00:00,0.9562
2026-01-04T08:15:00+00:00,0.9562
2026-01-04T08:30:00+00:00,0.9562
2026-01-04T08:45:00+00:00,0.9562
2026-01-04T09:00:00+00:00,0.9392
2026-01-04T09:15:00+00:00,0.9392
2026-01-04T09:30:00+00:00,0.9392
2026-01-04T09:45:00+00:00,0.9392
2026-01-04T10:00:00+00:00,0.9688
2026-01-04T10:15:00+00:00,0.9688
2026-01-04T10:30:00+00:00,0.9688
2026-01-04T10:45:00+00:00,0.9688
2026-01-04T11:00:00+00:00,0.9421
2026-01-04T11:15:00+00:00,0.9421
2026-01-04T11:30:00+00:00,0.9421
2026-01-04T11:45:00+00:00,0.9421
2026-01-04T12:00:00+00:00,0.966
2026-01-04T12:15:00+00:00,0.966
2026-01-04T12:30:00+00:00,0.966
2026-01-04T12:45:00+00:00,0.966
2026-01-04T13:00:00+00:00,1.0966
2026-01-04T13:15:00+00:00,1.0966
2026-01-04T13:30:00+00:00,1.0966
2026-01-04T13:45:00+00:00,1.0966
2026-01-04T14:00:00+00:00,1.1007
2026-01-04T14:15:00+00:00,1.1007
2026-01-04T14:30:00+00:00,1.1007
2026-01-04T14:45:00+00:00,1.1007
2026-01-04T15:00:00+00:00,1.2125
2026-01-04T15:15:00+00:00,1.2125
2026-01-04T15:30:00+00:00,1.2125
2026-01-04T15:45:00+00:00,1.2125
2026-01-04T16:00:00+00:00,1.3303
2026-01-04T16:15:00+00:00,1.3303
2026-01-04T16:30:00+00:00,1.3303
2026-01-04T16:45:00+00:00,1.3303
2026-01-04T17:00:00+00:00,1.3324
2026-01-04T17:15:00+00:00,1.3324
2026-01-04T17:30:00+00:00,1.3324
2026-01-04T17:45:00+00:00,1.3324
2026-01-04T18:00:00+00:00,1.2426
2026-01-04T18:15:00+00:00,1.2426
2026-01-04T18:30:00+00:00,1.2426
2026-01-04T18:45:00+00:00,1.2426
2026-01-04T19:00:00+00:00,1.1142
2026-01-04T19:15:00+00:00,1.1142
2026-01-04T19:30:00+00:00,1.1142
2026-01-04T19:45:00+00:00,1.1142
2026-01-04T20:00:00+00:00,1.0003
2026-01-04T20:15:00+00:00,1.0003
2026-01-04T20:30:00+00:00,1.0003
2026-01-04T20:45:00+00:00,1.0003
2026-01-04T21:00:00+00:00,0.9557
2026-01-04T21:15:00+00:00,0.9557
2026-01-04T21:30:00+00:00,0.9557
2026-01-04T21:45:00+00:00,0.9557
2026-01-04T22:00:00+00:00,0.8981
2026-01-04T22:15:00+00:00,0.8981
2026-01-04T22:30:00+00:00,0.8981
2026-01-04T22:45:00+00:00,0.8981
2026-01-04T23:00:00+00:00,0.8767
2026-01-04T23:15:00+00:00,0.8767
2026-01-04T23:30:00+00:00,0.8767
2026-01-04T23:45:00+00:00,0.8767
2026-01-05T00:00:00+00:00,0.9022
2026-01-05T00:15:00+00:00,0.9022
2026-01-05T00:30:00+00:00,0.9022
2026-01-05T00:45:00+00:00,0.9022
2026-01-05T01:00:00+00:00,0.8978
2026-01-05T01:15:00+00:00,0.8978
2026-01-05T01:30:00+00:00,0.8978
2026-01-05T01:45:00+00:00,0.8978
2026-01-05T02:00:00+00:00,0.918
2026-01-05T02:15:00+00:00,0.918
2026-01-05T02:30:00+00:00,0.918
2026-01-05T02:45:00+00:00,0.918
2026-01-05T03:00:00+00:00,0.9746
2026-01-05T03:15:00+00:00,0.9746
2026-01-05T03:30:00+00:00,0.9746
2026-01-05T03:45:00+00:00,0.9746
2026-01-05T04:00:00+00:00,1.0684
2026-01-05T04:15:00+00:00,1.0684
2026-01-05T04:30:00+00:00,1.0684
2026-01-05T04:45:00+00:00,1.0684
2026-01-05T05:00:00+00:00,1.3531
2026-01-05T05:15:00+00:00,1.3531
2026-01-05T05:30:00+00:00,1.3531
2026-01-05T05:45:00+00:00,1.3531
2026-01-05T06:00:00+00:00,1.6079
2026-01-05T06:15:00+00:00,1.6079
2026-01-05T06:30:00+00:00,1.6079
2026-01-05T06:45:00+00:00,1.6079
2026-01-05T07:00:00+00:00,1.6619
2026-01-05T07:15:00+00:00,1.6619
2026-01-05T07:30:00+00:00,1.6619
2026-01-05T07:45:00+00:00,1.6619
2026-01-05T08:00:00+00:00,1.4785
2026-01-05T08:15:00+00:00,1.4785
2026-01-05T08:30:00+00:00,1.4785
2026-01-05T08:45:00+00:00,1.4785
2026-01-05T09:00:00+00:00,1.4544
2026-01-05T09:15:00+00:00,1.4544
2026-01-05T09:30:00+00:00,1.4544
2026-01-05T09:45:00+00:00,1.4544
2026-01-05T10:00:00+00:00,1.4832
2026-01-05T10:15:00+00:00,1.4832
2026-01-05T10:30:00+00:00,1.4832
2026-01-05T10:45:00+00:00,1.4832
2026-01-05T11:00:00+00:00,1.5056
2026-01-05T11:15:00+00:00,1.5056
2026-01-05T11:30:00+00:00,1.5056
2026-01-05T11:45:00+00:00,1.5056
2026-01-05T12:00:00+00:00,1.6207
2026-01-05T12:15:00+00:00,1.6207
2026-01-05T12:30:00+00:00,1.6207
2026-01-05T12:45:00+00:00,1.6207
2026-01-05T13:00:00+00:00,2.023
2026-01-05T13:15:00+00:00,2.023
2026-01-05T13:30:00+00:00,2.023
2026-01-05T13:45:00+00:00,2.023
2026-01-05T14:00:00+00:00,2.5635
2026-01-05T14:15:00+00:00,2.5635
2026-01-05T14:30:00+00:00,2.5635
2026-01-05T14:45:00+00:00,2.5635
2026-01-05T15:00:00+00:00,2.6154
2026-01-05T15:15:00+00:00,2.6154
2026-01-05T15:30:00+00:00,2.6154
2026-01-05T15:45:00+00:00,2.6154
2026-01-05T16:00:00+00:00,2.6929
2026-01-05T16:15:00+00:00,2.6929
2026-01-05T16:30:00+00:00,2.6929
2026-01-05T16:45:00+00:00,2.6929
2026-01-05T17:00:00+00:00,2.2241
2026-01-05T17:15:00+00:00,2.2241
2026-01-05T17:30:00+00:00,2.2241
2026-01-05T17:45:00+00:00,2.2241
2026-01-05T18:00:00+00:00,1.4914
2026-01-05T18:15:00+00:00,1.4914
2026-01-05T18:30:00+00:00,1.4914
2026-01-05T18:45:00+00:00,1.4914
2026-01-05T19:00:00+00:00,1.4254
2026-01-05T19:15:00+00:00,1.4254
2026-01-05T19:30:00+00:00,1.4254
2026-01-05T19:45:00+00:00,1.4254
2026-01-05T20:00:00+00:00,1.2718
2026-01-05T20:15:00+00:00,1.2718
2026-01-05T20:30:00+00:00,1.2718
2026-01-05T20:45:00+00:00,1.2718
2026-01-05T21:00:00+00:00,1.2961
2026-01-05T21:15:00+00:00,1.2961
2026-01-05T21:30:00+00:00,1.2961
2026-01-05T21:45:00+00:00,1.2961
2026-01-05T22:00:00+00:00,1.1445
2026-01-05T22:15:00+00:00,1.1445
2026-01-05T22:30:00+00:00,1.1445
2026-01-05T22:45:00+00:00,1.1445
2026-01-05T23:00:00+00:00,1.0328
2026-01-05T23:15:00+00:00,1.0328
2026-01-05T23:30:00+00:00,1.0328
2026-01-05T23:45:00+00:00,1.0328
2026-01-06T00:00:00+00:00,1.0758
2026-01-06T00:15:00+00:00,1.0758
2026-01-06T00:30:00+00:00,1.0758
2026-01-06T00:45:00+00:00,1.0758
2026-01-06T01:00:00+00:00,1.0785
2026-01-06T01:15:00+00:00,1.0785
2026-01-06T01:30:00+00:00,1.0785
2026-01-06T01:45:00+00:00,1.0785
2026-01-06T02:00:00+00:00,1.0709
2026-01-06T02:15:00+00:00,1.0709
2026-01-06T02:30:00+00:00,1.0709
2026-01-06T02:45:00+00:00,1.0709
2026-01-06T03:00:00+00:00,1.1533
2026-01-06T03:15:00+00:00,1.1533
2026-01-06T03:30:00+00:00,1.1533
2026-01-06T03:45:00+00:00,1.1533
2026-01-06T04:00:00+00:00,1.2335
2026-01-06T04:15:00+00:00,1.2335
2026-01-06T04:30:00+00:00,1.2335
2026-01-06T04:45:00+00:00,1.2335
2026-01-06T05:00:00+00:00,1.4426
2026-01-06T05:15:00+00:00,1.4426
2026-01-06T05:30:00+00:00,1.4426
2026-01-06T05:45:00+00:00,1.4426
2026-01-06T06:00:00+00:00,1.5841
2026-01-06T06:15:00+00:00,1.5841
2026-01-06T06:30:00+00:00,1.5841
2026-01-06T06:45:00+00:00,1.5841
2026-01-06T07:00:00+00:00,1.7935
2026-01-06T07:15:00+00:00,1.7935
2026-01-06T07:30:00+00:00,1.7935
2026-01-06T07:45:00+00:00,1.7935
2026-01-06T08:00:00+00:00,1.6125
2026-01-06T08:15:00+00:00,1.6125
2026-01-06T08:30:00+00:00,1.6125
2026-01-06T08:45:00+00:00,1.6125
2026-01-06T09:00:00+00:00,1.5347
2026-01-06T09:15:00+00:00,1.5347
2026-01-06T09:30:00+00:00,1.5347
2026-01-06T09:45:00+00:00,1.5347
2026-01-06T10:00:00+00:00,1.4656
2026-01-06T10:15:00+00:00,1.4656
2026-01-06T10:30:00+00:00,1.4656
2026-01-06T10:45:00+00:00,1.4656
2026-01-06T11:00:00+00:00,1.4001
2026-01-06T11:15:00+00:00,1.4001
2026-01-06T11:30:00+00:00,1.4001
2026-01-06T11:45:00+00:00,1.4001
2026-01-06T12:00:00+00:00,1.3808
2026-01-06T12:15:00+00:00,1.3808
2026-01-06T12:30:00+00:00,1.3808
2026-01-06T12:45:00+00:00,1.3808
2026-01-06T13:00:00+00:00,1.4622
2026-01-06T13:15:00+00:00,1.4622
2026-01-06T13:30:00+00:00,1.4622
2026-01-06T13:45:00+00:00,1.4622
2026-01-06T14:00:00+00:00,1.6171
2026-01-06T14:15:00+00:00,1.6171
2026-01-06T14:30:00+00:00,1.6171
2026-01-06T14:45:00+00:00,1.6171
2026-01-06T15:00:00+00:00,1.7292
2026-01-06T15:15:00+00:00,1.7292
2026-01-06T15:30:00+00:00,1.7292
2026-01-06T15:45:00+00:00,1.7292
2026-01-06T16:00:00+00:00,1.7308
2026-01-06T16:15:00+00:00,1.7308
2026-01-06T16:30:00+00:00,1.7308
2026-01-06T16:45:00+00:00,1.7308
2026-01-06T17:00:00+00:00,1.4606
2026-01-06T17:15:00+00:00,1.4606
2026-01-06T17:30:00+00:00,1.4606
2026-01-06T17:45:00+00:00,1.4606
2026-01-06T18:00:00+00:00,1.2792
2026-01-06T18:15:00+00:00,1.2792
2026-01-06T18:30:00+00:00,1.2792
2026-01-06T18:45:00+00:00,1.2792
2026-01-06T19:00:00+00:00,1.0793
2026-01-06T19:15:00+00:00,1.0793
2026-01-06T19:30:00+00:00,1.0793
2026-01-06T19:45:00+00:00,1.0793
2026-01-06T20:00:00+00:00,1.073
2026-01-06T20:15:00+00:00,1.073
2026-01-06T20:30:00+00:00,1.073
2026-01-06T20:45:00+00:00,1.073
2026-01-06T21:00:00+00:00,0.9034
2026-01-06T21:15:00+00:00,0.9034
2026-01-06T21:30:00+00:00,0.9034
2026-01-06T21:45:00+00:00,0.9034
2026-01-06T22:00:00+00:00,0.7138
2026-01-06T22:15:00+00:00,0.7138
2026-01-06T22:30:00+00:00,0.7138
2026-01-06T22:45:00+00:00,0.7138
2026-01-06T23:00:00+00:00,0.7266
2026-01-06T23:15:00+00:00,0.7266
2026-01-06T23:30:00+00:00,0.7266
2026-01-06T23:45:00+00:00,0.7266
2026-01-07T00:00:00+00:00,0.7054
2026-01-07T00:15:00+00:00,0.7054
2026-01-07T00:30:00+00:00,0.7054
2026-01-07T00:45:00+00:00,0.7054
2026-01-07T01:00:00+00:00,0.639
2026-01-07T01:15:00+00:00,0.639
2026-01-07T01:30:00+00:00,0.639
2026-01-07T01:45:00+00:00,0.639
2026-01-07T02:00:00+00:00,0.6172
2026-01-07T02:15:00+00:00,0.6172
2026-01-07T02:30:00+00:00,0.6172
2026-01-07T02:45:00+00:00,0.6172
2026-01-07T03:00:00+00:00,0.7196
2026-01-07T03:15:00+00:00,0.7196
2026-01-07T03:30:00+00:00,0.7196
2026-01-07T03:45:00+00:00,0.7196
2026-01-07T04:00:00+00:00,0.8982
2026-01-07T04:15:00+00:00,0.8982
2026-01-07T04:30:00+00:00,0.8982
2026-01-07T04:45:00+00:00,0.8982
2026-01-07T05:00:00+00:00,1.0103
2026-01-07T05:15:00+00:00,1.0103
2026-01-07T05:30:00+00:00,1.0103
2026-01-07T05:45:00+00:00,1.0103
2026-01-07T06:00:00+00:00,1.0601
2026-01-07T06:15:00+00:00,1.0601
2026-01-07T06:30:00+00:00,1.0601
2026-01-07T06:45:00+00:00,1.0601
2026-01-07T07:00:00+00:00,1.147
2026-01-07T07:15:00+00:00,1.147
2026-01-07T07:30:00+00:00,1.147
2026-01-07T07:45:00+00:00,1.147
2026-01-07T08:00:00+00:00,1.0802
2026-01-07T08:15:00+00:00,1.0802
2026-01-07T08:30:00+00:00,1.0802
2026-01-07T08:45:00+00:00,1.0802
2026-01-07T09:00:00+00:00,1.1063
2026-01-07T09:15:00+00:00,1.1063
2026-01-07T09:30:00+00:00,1.1063
2026-01-07T09:45:00+00:00,1.1063
2026-01-07T10:00:00+00:00,1.1009
2026-01-07T10:15:00+00:00,1.1009
2026-01-07T10:30:00+00:00,1.1009
2026-01-07T10:45:00+00:00,1.1009
2026-01-07T11:00:00+00:00,1.0384
2026-01-07T11:15:00+00:00,1.0384
2026-01-07T11:30:00+00:00,1.0384
2026-01-07T11:45:00+00:00,1.0384
2026-01-07T12:00:00+00:00,1.0078
2026-01-07T12:15:00+00:00,1.0078
2026-01-07T12:30:00+00:00,1.0078
2026-01-07T12:45:00+00:00,1.0078
2026-01-07T13:00:00+00:00,1.0818
2026-01-07T13:15:00+00:00,1.0818
2026-01-07T13:30:00+00:00,1.0818
2026-01-07T13:45:00+00:00,1.0818
2026-01-07T14:00:00+00:00,1.0877
2026-01-07T14:15:00+00:00,1.0877
